session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	att_check	exp_check1	exp_check2	exp_check3	exp_check4	exp_check5	exp_check6	learnCond	order
14444445	823.675	929.45	486.9497113	-0.217219556	Female	Strongly liberal	White	us	30	0.2	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	15	20	97	0	-1	68	98	-50	-1	-2	1	"I was surprised that I knew every terrible white man and got lucky that I guessed Gregory Hines' profession correctly. Definitely a moment of culture pause, seeing what we cultivate and propagate."	"As I mentioned before, I think the admired black people were still not spotlighted more, uplifted more, in public eye as much as famous white murderers. It seems to me that it's destructive to popularize tragedy. I also think I have guilt about being white that colors my opinions, but ultimately that guilt will not serve to create a sustainable equitable community. Demonizing white people (esp one's that aren't murderers) doesn't lift up black people, lifting up black people, lifts up black people."	1	1	2	2	Experimental	Incongruent first
14444499	752.9230769	882.05	523.7296071	0.246552651	Female	Moderately liberal	White	us	36	-0.29	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	77	65	92	0	1	-1	79	-10	-25	1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14444542	976.0769231	1979.5	783.4834237	1.280720238	Female	Neutral	White	us	70	-1.22	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	98	100	5	4	4	82	41	2	4	26	3	NA	mixture of white and black	2	1	2	1	Experimental	Congruent first
14444559	1141.575	1142.875	691.3876338	0.001880277	Female	Moderately conservative	White	us	26	0	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-2	-2	84	-2	-2	1	56	-1	-2	-1	1	"Only men were chosen. All black African Americans had a positive impact on society, white Americans had a negative impact."	"Those admired put good into the world, those who were disliked did not"	1	1	2	2	Experimental	Congruent first
14444561	621.55	869.45	463.2473708	-0.535135255	Female	Moderately liberal	Asian	us	20	0.54	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	100	67	100	-1	0	1	100	0	1	-9	1	no	no	1	1	2	2	Experimental	Incongruent first
14444632	1046.125	982.3	976.2571084	0.065377245	Male	Neutral	White	us	29	-0.07	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	1	2	-1	-3	1	1	-1	1	0	-2	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14444637	1114.625	1258.4	711.2590547	0.202141539	Female	Moderately liberal	Hispanic	us	51	-0.2	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	97	100	100	99	99	100	97	100	99	100	1	"yes, whites were villains black were good"	NA	1	1	2	2	Experimental	Congruent first
14444642	896.475	907.8974359	455.656528	0.025068084	Male	Moderately conservative	White	us	49	-0.06	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	80	77	-2	10	-2	1	-1	-1	0	-2	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14444645	2579.325	1839.8	973.4588319	0.759688007	Male	Neutral	White	us	72	-0.7	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	Experimental	Incongruent first
14444698	663.3	1102.575	440.0907945	-0.998146304	Female	Strongly liberal	Black	us	23	0.98	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	76	6	98	82	63	59	53	37	32	51	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14444701	951.825	2094.5	1404.685401	-0.813473963	Male	Strongly liberal	Multiracial	us	15	0.8	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	100	100	14	0	0	0	0	-1	1	0	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14444726	841.275	731.225	269.8805878	0.407772937	Female	Moderately conservative	White	us	49	-0.39	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	100	100	100	100	100	100	100	100	100	100	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14444816	920.725	1369.8	549.3001472	0.817540287	Female	Moderately liberal	White	us	31	-0.81	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-1	1	99	43	47	43	99	40	42	42	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14444844	1201.25	1040.45	1438.759725	0.111762928	Other	Slightly conservative	Hispanic	us	28	-0.07	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-41	23	-1	-2	-51	-35	-1	-18	-1	-2	3	NA	NA	NA	NA	NA	NA	Experimental	Incongruent first
14444860	1000.675	1289.25	595.2385214	0.484805653	Male	NA	White	us	58	-0.48	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	24	25	37	20	37	33	38	34	31	31	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14444890	680.275	715.2	212.5273918	-0.164331758	Female	Neutral	Asian	us	27	0.16	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	100	100	-1	-1	-1	-1	-1	-1	0	0	4	no	no	2	4	4	3	Experimental	Incongruent first
14444923	1287.275	1088.7	721.9875607	-0.275039365	Female	Strongly liberal	Multiracial	us	24	0.27	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	5	19	-2	0	1	1	0	1	-2	3	NO	YES	1	1	2	2	Experimental	Congruent first
14444984	954.425	1319.775	927.8147949	0.393774708	Female	Strongly conservative	White	us	14	-0.37	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	0	1	0	-1	0	-1	1	-1	-9	-1	1	Not really	not really	1	1	2	2	Experimental	Congruent first
14444995	656.375	868.95	258.5859279	0.822067162	Female	Moderately liberal	White	us	62	-0.85	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	58	58	80	51	75	79	63	74	46	79	1	ALL MEN	entertainers and civil rights leaders compared to thugs and serial killers.	1	1	2	2	Experimental	Congruent first
14445003	1007.425	931.4	779.6318945	-0.097513968	Male	Moderately liberal	Asian	us	23	0.06	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	80	50	51	49	52	49	94	0	-30	-13	1	They were all white	They were Black	1	1	2	2	Experimental	Congruent first
14445023	1165.74359	1543.564103	588.5377616	-0.641964777	Male	Moderately conservative	White	us	26	0.64	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	1	-1	2	0	1	1	1	2	0	0	2	no	no	2	3	3	1	Experimental	Incongruent first
14445059	959.375	997.525	1034.769942	0.036868098	Male	Moderately liberal	Multiracial	us	31	-0.04	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	32	-20	13	11	1	18	0	-4	-1	23	1	The Gregory Hines picture didn't have a clear indicator of choices	the admired were black and the disliked were white	1	1	2	2	Experimental	Congruent first
14445062	889.6	763	219.360659	0.577131745	Female	Neutral	Black	us	47	-0.53	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-7	3	98	96	96	97	-1	99	-96	93	3	white americans were serial killers or commited crimes	they were white	1	1	2	3	Experimental	Incongruent first
14445066	1198.65	1237.975	850.476852	-0.046238766	Female	Neutral	Black	us	37	0.05	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	99	-29	99	99	98	99	0	-9	-2	-5	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14445068	1235.525	1048.175	769.2901397	0.243536203	Male	Strongly liberal	White	us	60	-0.24	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	16	17	-14	0	-1	1	11	-11	-9	-6	1	"Leaders in sports, acting, and politics."	Disliked were more likely to be not good looking and the quality of the photo might have been poorer.	1	1	2	2	Experimental	Incongruent first
14445088	1219.27027	1443.076923	1246.448715	0.179555444	Female	Moderately liberal	Hispanic	us	20	-0.18	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	46	43	100	46	42	46	100	44	43	45	4	I honestly do not remember.	The exam put positive black people and negative white people.	1	4	3	1	Experimental	Congruent first
14445098	1354.05	1373.375	1034.147018	0.018686898	Female	Slightly liberal	Hispanic	us	52	-0.02	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	3	9	3	0	4	-1	-3	-3	1	1	3	no	no	1	1	2	3	Experimental	Congruent first
14445164	1020.8	1468.525	662.0071311	0.676314467	Female	Slightly conservative	White	us	58	-0.66	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	2	-2	-1	-1	-3	-1	0	1	-2	-2	1	NA	NA	NA	1	2	2	Experimental	Congruent first
14445176	992.65	867.05	491.6748462	0.255453377	Female	Moderately liberal	White	us	26	-0.26	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	97	99	99	100	97	99	100	99	99	98	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14445201	1343.6	1070.55	841.8313487	0.324352378	Female	Neutral	White	us	23	-0.32	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	33	34	32	26	30	46	71	48	97	73	1	No	no	2	1	1	1	Experimental	Incongruent first
14445217	1801.475	1660	1216.019661	0.116342691	Male	Moderately liberal	Black	us	58	-0.11	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	100	41	100	52	72	34	2	32	-94	-2	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14445232	890.225	1112.275	466.0513771	-0.476449617	Female	Strongly liberal	White	us	30	0.47	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	1	-19	1	8	0	0	1	-4	-1	-8	1	"No Black scientists, all entertainers and civil rights leaders"	entertainers vs terrorists	1	1	2	2	Experimental	Incongruent first
14445237	1829.55	1119.325	1141.439074	0.62221893	Female	Strongly liberal	White	us	81	-0.62	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-12	2	-2	-3	-1	-2	-3	1	0	1	2	No	No	2	4	4	1	Experimental	Incongruent first
14445245	637.925	708.575	322.3304186	0.219185022	Female	Slightly liberal	White	us	23	-0.2	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	5	7	98	0	98	98	97	1	0	-1	1	The white individuals were perceived as bad and the black individuals were perceived as good	NA	1	1	2	2	Experimental	Congruent first
14445686	1185.775	1341.95	1079.308097	-0.144699183	Female	Slightly conservative	Black	us	67	0.14	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-2	2	0	1	0	-2	2	4	0	3	NA	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14445697	1430.2	858.625	794.5920328	0.719331401	Female	Moderately liberal	White	us	51	-0.69	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	100	97	98	99	99	99	89	73	62	96	3	No	No	1	1	2	2	Experimental	Incongruent first
14445704	925.35	1079.2	486.4395308	-0.316277749	Female	Slightly conservative	Hispanic	us	39	0.31	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	53	-1	50	-2	-1	2	61	-3	-1	1	1	No	No	1	1	2	2	Experimental	Incongruent first
14445716	796.65	950.875	351.1269468	0.439228608	Male	Moderately liberal	White	us	48	-0.44	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	83	78	77	81	78	77	76	82	82	79	NA	NA	NA	NA	NA	NA	NA	Control	Congruent first
14445755	1174.525	891.525	960.684737	-0.294581551	Female	Neutral	White	us	23	0.28	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	98	99	-1	-2	0	1	0	-4	-2	0	3	NA	NA	NA	NA	NA	NA	Control	Congruent first
14445757	1324.525	1563.575	765.0939696	0.312445281	Male	Moderately liberal	Asian	us	39	-0.31	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	35	40	49	45	0	44	43	48	39	41	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14445852	804.825	911.725	295.2434728	-0.36207405	Male	Slightly liberal	White	us	37	0.36	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-1	24	13	-4	20	0	4	3	16	0	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14445856	675.45	704.7	180.3088612	0.162221645	Male	Slightly liberal	White	us	31	-0.16	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-1	0	0	0	-2	-1	0	-2	0	0	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14445869	645.025	722.825	347.5213781	-0.22387112	Male	Slightly conservative	White	us	21	0.25	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	20	38	-1	54	38	18	48	41	42	35	1	"All of the White individuals were criminals, and all of the black individuals were important figures or celebrities."	NA	1	1	2	2	Experimental	Incongruent first
14445940	1247.825	899.1	498.2965144	0.699834315	Female	Moderately liberal	White	us	46	-0.69	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	37	40	55	65	77	78	47	67	52	69	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14445995	884.55	1007.15	559.5099144	0.219120335	Female	Moderately conservative	White	us	47	-0.22	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	56	64	97	100	97	100	99	98	99	99	1	Most Black people were actors.	Yes. Disliked individuals were very culturally based. They were all crime related.	1	1	2	2	Experimental	Congruent first
14446011	598.65	696.375	213.6011303	0.457511624	Female	Neutral	White	us	36	-0.4	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-1	-2	1	-1	1	0	0	0	-1	1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14446013	920.5	1036.45	407.5261264	0.284521636	Female	Moderately liberal	White	us	69	-0.28	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	10	-1	0	25	25	14	25	0	-1	-5	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14446059	578.125	1018.6	414.63268	1.062325816	Male	Strongly conservative	White	us	50	-1.05	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	86	87	16	-1	0	26	3	14	-1	0	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14446097	709.2	704.65	385.0997824	0.01181512	Female	Moderately liberal	Black	us	22	-0.01	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	99	-6	99	100	91	90	2	1	-99	1	1	all white Americans where criminals; all black Americans where famous for either civil rights work both categories where all male	"criminals and famous athletes ,actors ,civil rights activist"	1	1	2	2	Experimental	Incongruent first
14446117	1070.675	985.775	442.2176844	0.191986895	Female	Moderately conservative	White	us	54	-0.19	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	84	89	87	86	86	89	86	88	87	89	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14446194	1307.128205	1466.4	753.0642181	0.211498291	Female	Moderately liberal	White	us	63	-0.21	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-29	43	45	39	14	-14	36	45	42	36	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14446514	675.925	1646.075	717.1654471	1.352756193	Female	Strongly conservative	White	us	39	-1.3	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-2	-5	63	69	73	67	47	47	45	46	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14446517	1015.4	1012.4	336.9894112	0.008902357	Female	Neutral	White	us	27	-0.01	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-5	-5	-1	-1	-2	1	-3	-98	-92	-96	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14446535	877.9	1154.4	543.8324644	0.508428639	Female	Moderately liberal	White	us	21	-0.49	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	22	-15	82	98	99	99	39	-2	-73	-15	1	All of the individuals were men.	"The white americans shown are generally disliked, the black americans shown are generally admired."	1	1	2	2	Experimental	Congruent first
14446554	1250.975	990.55	656.9215749	0.396432405	Female	Moderately conservative	White	us	54	-0.38	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-2	-2	41	-3	-6	-3	37	-2	-4	-3	1	no	black people were in the media a lot and the white people are criminals	1	1	2	2	Experimental	Incongruent first
14446570	1124.95	1494.513514	1383.20126	0.267179856	Female	Neutral	Hispanic	us	32	-0.27	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	48	41	99	99	99	99	100	99	98	97	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14446606	765.95	911.7	494.2748883	-0.294876401	Male	Neutral	Black	us	39	0.29	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	100	38	99	99	89	99	99	100	67	100	NA	All were successful black men and insane white men	yes	1	1	2	2	Experimental	Incongruent first
14446608	837.05	657.725	730.6423651	0.245434714	Female	Neutral	Hispanic	us	29	-0.12	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-1	2	86	85	0	90	87	91	2	76	3	no	no	2	NA	3	1	Experimental	Incongruent first
14446682	897.95	1067.875	415.213509	0.409247282	Male	Moderately liberal	Hispanic	us	37	-0.39	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	59	-27	73	69	72	52	88	-12	-16	17	1	All the white people were criminals	They were considered some of the best in their field	1	1	2	3	Experimental	Congruent first
14446728	758.575	902.325	305.7005609	-0.470231391	Female	Moderately liberal	Black	us	34	0.47	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	5	5	100	99	2	99	100	98	0	100	1	no	no	1	1	2	3	Experimental	Incongruent first
14446825	753.825	913.875	488.7558242	-0.327464128	Female	Moderately liberal	White	us	21	0.35	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	1	-17	0	0	1	6	0	-5	-2	-24	1	"they were all involved in serious, and often infamous, crimes"	"those who were liked were Black individuals often involved in positive things like sports, movement, entertainment, etc... those who were disliked were white criminals"	1	1	2	2	Experimental	Incongruent first
14446838	953.5	1016.825	843.5470535	0.075069908	Female	Strongly liberal	Hispanic	us	35	-0.07	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-2	2	-3	-2	-15	2	2	-3	-2	-1	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14446916	1049.15	1022.7	827.2438114	0.031973645	Male	Moderately liberal	White	us	53	-0.03	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	23	1	18	65	-1	-10	59	0	54	-15	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14446959	1292.15	1360.875	543.0173085	0.126561343	Female	Moderately liberal	White	us	67	-0.13	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	10	3	1	99	98	98	2	99	99	98	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14446968	1238.205128	864.875	547.1115238	0.682365682	Male	Neutral	Black	us	31	-0.66	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	98	99	0	1	0	0	1	-1	0	0	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14446974	1457.725	1020.875	956.9801712	0.456488037	Female	Neutral	White	us	23	-0.45	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	2	2	-1	33	0	31	37	-2	1	39	3	whites were bad people blacks were good	blacks were famous	1	1	2	2	Experimental	Incongruent first
14447047	1207.775	1005.9	667.3952095	-0.302481943	Female	Moderately liberal	White	us	33	0.29	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	0	1	8	-1	0	-1	10	0	-5	0	1	There were considerably more pop culture icons (as opposed to historical figures) in the Black categories	"Most of the Black people well-liked are famous in terms of entertainment (with the list exceptions of MLK Jr. and Colin Powell). Most of the disliked white people were exceptionally heinous (murderers, rapists, etc)"	1	1	2	2	Experimental	Congruent first
14447074	1260.375	1667.8	1058.583029	0.384877698	Female	Slightly conservative	White	us	23	-0.37	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	56	48	98	99	99	99	98	100	99	99	1	the famous white americans were popular due to their crimes while the black americans were famous from positive actions such advocating for civil rights and acting	The ones who are admired are black and the ones who are disliked are white	1	1	2	2	Experimental	Congruent first
14447094	795.825	640.725	279.7633256	-0.554397184	Female	Moderately liberal	White	us	63	0.55	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-1	-31	-1	42	40	27	1	-47	0	-53	3	No	No	2	4	4	1	Experimental	Congruent first
14447158	718.775	798.1	325.0291844	-0.244055007	Female	Moderately liberal	White	us	33	0.24	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-2	0	1	0	1	1	-1	-2	-10	-9	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14447170	1114.05	1320.65	667.0876643	-0.309704423	Female	Strongly liberal	White	us	67	0.31	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	98	92	-1	2	0	14	0	-15	2	-1	1	All males	No	2	1	2	1	Experimental	Incongruent first
14447172	708.875	863.65	249.40901	0.620566996	Male	Moderately conservative	White	us	19	-0.59	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	59	49	43	1	0	0	47	-1	1	0	3	No?	Yes	1	1	2	2	Experimental	Congruent first
14447180	775.6	788.475	450.0793304	-0.028606068	Female	Strongly liberal	White	us	25	0.03	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	100	-11	56	36	31	37	19	3	-12	4	1	They were all good people while the white people were criminals.	They are lighter skinned and men.	1	1	2	2	Experimental	Incongruent first
14447186	770.5	831.1	293.9725037	0.206141728	Female	Strongly liberal	White	us	28	-0.24	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	21	-1	-2	-1	1	0	0	-2	-6	-2	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14447188	749.35	1088.1	412.7739129	0.820667173	Male	Moderately conservative	White	us	27	-0.81	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14447224	863.725	528.625	977.9729718	-0.342647506	Female	Neutral	Asian	us	26	0.28	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-3	-32	-5	4	-13	-9	-34	-40	-32	-38	1	NO	yes they're white	1	2	1	3	Experimental	Congruent first
14447272	1145.525	967.15	464.8438677	0.383730995	Male	Slightly conservative	Hispanic	us	41	-0.36	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	-7	-1	19	0	0	-8	-1	-1	-1	7	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14447283	877.625	792.1282051	339.2307515	0.252031381	Female	Strongly liberal	Hispanic	us	46	-0.25	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	96	91	97	98	98	96	96	-1	96	93	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14447293	872.45	1173.575	653.9149771	-0.460495646	Female	Neutral	Black	us	31	0.45	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	72	59	99	100	97	99	100	98	77	99	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14447374	953.625	797.625	737.7395063	-0.211456752	Female	NA	Black	us	65	0.21	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	30	3	0	-1	1	-1	-1	-1	1	0	1	Yes!	Yes!	1	1	2	3	Experimental	Congruent first
14447376	1268.625	1573	737.2513972	0.412851032	Female	Moderately liberal	Black	us	56	-0.4	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	86	48	88	90	89	90	54	-2	0	65	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14447377	1401.675	957.15	786.9114066	0.564898407	Female	Moderately conservative	White	us	26	-0.52	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	50	40	99	99	98	100	99	76	99	66	2	I did not notice anything different.	I did not notice	1	1	2	2	Experimental	Incongruent first
14447429	1068.025	964.775	678.0154697	0.152282661	Female	Moderately liberal	Black	us	46	-0.15	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	86	67	98	-1	46	75	0	44	1	46	1	No	The admired individuals were black and the famous disliked individuals were white	1	1	2	3	Experimental	Incongruent first
14447435	711.85	871.525	291.5830469	0.547614142	Male	Moderately conservative	White	us	30	-0.58	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	42	32	0	-1	-1	0	-1	-2	-3	0	2	NA	NA	NA	NA	NA	NA	Control	Congruent first
14447440	1022.775	1016.7	598.9178373	-0.010143294	Female	Strongly liberal	White	us	77	0.01	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	35	-19	27	25	-1	28	-30	-28	-32	-26	1	Blacks were very good people; whites were criminals	Usually white are admired and Blacks disliked	1	1	2	2	Experimental	Congruent first
14447520	876.375	968.875	555.0846982	0.166641236	Female	Moderately conservative	White	us	22	-0.16	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	8	6	-2	3	1	3	91	96	93	93	3	no	no	2	4	4	1	Experimental	Congruent first
14447522	839	1229.95	655.1434469	-0.596739541	Male	Moderately liberal	Black	us	60	0.59	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	88	76	100	85	89	16	98	73	61	64	1	Yes it appeared that all of the White individuals were negative samples while all the Black individuals were positive samples	Yes	1	1	2	2	Experimental	Incongruent first
14447569	1153.717949	925.525	528.8437984	0.431494043	Female	Slightly conservative	White	us	45	-0.42	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	99	99	99	100	99	100	100	99	98	99	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14447572	1158.3	994.075	616.7637895	0.266268874	Female	Neutral	White	us	36	-0.26	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	42	43	51	-1	1	-1	-2	-4	1	-1	1	all the white people were criminals and the black people were famous and good	NA	NA	NA	NA	NA	Experimental	Incongruent first
14447587	1432.05	1340	1329.683478	-0.069227001	Male	Neutral	Black	us	59	0.07	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	89	3	98	83	99	90	5	2	2	29	3	no	no	2	1	4	2	Experimental	Congruent first
14447604	1052.775	608.05	381.9409688	1.164381505	Female	Strongly conservative	White	us	29	-1.13	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	13	13	13	8	8	4	11	12	14	12	1	All the Black people where good and the White people where bad	No	1	1	2	2	Experimental	Incongruent first
14447657	1045.325	950.925	228.8363726	0.412521833	Male	Slightly conservative	White	us	37	-0.4	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	41	46	1	56	1	1	1	49	0	48	1	NA	NA	1	1	2	2	Experimental	Incongruent first
14447667	1077.525	1150.975	832.6526393	-0.088212055	Female	Strongly liberal	Hispanic	us	42	0.09	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	5	4	-2	1	1	55	2	-1	2	0	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14447679	1036.425	775.7	448.4252712	-0.581423521	Female	Strongly liberal	Hispanic	us	24	0.57	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	57	-14	100	69	63	65	80	3	-20	19	1	no	"those who were admired, their names were more recognizable"	1	1	2	2	Experimental	Congruent first
14447682	812.925	613.2	298.2240829	-0.669714525	Female	Neutral	Black	us	24	0.66	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	87	41	100	0	1	64	97	-1	1	1	3	NA	NA	NA	NA	NA	NA	Control	Congruent first
14447705	859.5	1000.85	342.5898302	0.412592516	Female	Neutral	White	us	42	-0.41	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	82	66	3	88	0	86	-2	0	86	92	1	Most of the white americans seemed to be bad or villans and most of the black americans were honorable	those disliked were because of large scale negative events	1	1	2	2	Experimental	Congruent first
14447712	1357.375	1051.925	1262.900019	-0.24186396	Female	Strongly liberal	White	us	25	0.24	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	91	80	90	84	93	94	92	88	94	91	1	NA	NA	NA	NA	NA	NA	Control	Congruent first
14447783	1630.425	918.275	897.1776153	0.793767018	Female	Neutral	White	us	40	-0.78	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	58	63	66	55	49	57	72	40	41	35	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
14447792	1156.325	784.875	579.431795	0.641059057	Female	Moderately conservative	White	us	57	-0.63	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	97	99	97	95	97	98	96	98	98	98	2	NA	NA	NA	NA	NA	NA	Control	Incongruent first
