session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	exp_check1	exp_check2	exp_check3	exp_check4	learnCond	order	expBlack	expWhite	expDiff
14235953	1157	1486.95	734.522009	0.449203694	Female	Moderately liberal	Asian	us	68	-0.44	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-1	24	-2	3	-1	2	-1	6	11	16	Most of the bad guys were White Americans whereas the Black Americans were good characters.	The bad Americans who were disliked were put in jail whereas the Black American who were famous are in Sports or TV/Movies	1	1	Experimental	Congruent first	0.2	11.2	11
14236008	767.3	641.15	217.1051763	0.581054778	Female	Moderately conservative	White	us	20	-0.54	"Black Names/Pleasant Words,White Names/Unpleasant Words"	3	1	2	0	0	0	1	0	-1	-1	NA	NA	NA	NA	Control	Incongruent first	1	0	-1
14236012	1471.15	1526.7	1280.881725	-0.043368563	Female	Strongly conservative	White	us	25	0.04	"White Names/Unpleasant Words,Black Names/Pleasant Words"	99	100	99	99	100	98	99	99	98	98	The famous White people presented had done something wrong	The famous individuals who were shown and were admired were Black	1	1	Experimental	Incongruent first	99	98.8	-0.2
14236013	951.425	807.7	472.5007225	0.304179429	Female	Slightly conservative	White	us	19	-0.3	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-2	0	-2	2	-1	3	0	3	9	4	More white than black	More white were generally disliked	1	1	Experimental	Incongruent first	0	3.2	3.2
14236018	1019.85	701.475	596.0849261	0.534110134	Female	Strongly liberal	White	us	58	-0.53	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-2	-2	-10	-1	-2	0	-5	0	-2	-9	NA	NA	NA	NA	Control	Incongruent first	-3	-3.6	-0.6
14236054	1177.9	1678.225	678.0613531	0.737875707	Female	Slightly conservative	Black	us	61	-0.73	"White Names/Pleasant Words,Black Names/Unpleasant Words"	52	NA	74	6	4	2	62	4	8	9	NA	NA	NA	NA	Control	Congruent first	27.6	20.75	-6.85
14236114	1057.55	1090.35	485.9145859	-0.067501575	Female	Strongly conservative	White	us	27	0.07	"Black Names/Pleasant Words,White Names/Unpleasant Words"	99	99	99	100	99	100	99	99	99	99	These individuals made a significant mark in history.	I did not	1	1	Experimental	Incongruent first	99.4	99	-0.4
14236134	947.3	1050.275	348.4158978	0.295551956	Female	Moderately conservative	White	us	26	-0.29	"Black Names/Unpleasant Words,White Names/Pleasant Words"	45	87	56	62	1	44	90	47	-1	67	NA	NA	NA	NA	Control	Congruent first	41.6	58	16.4
14236190	913.7	1365.65	568.0897766	0.795560875	Female	Moderately liberal	Asian	us	27	-0.78	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-47	28	-21	-16	-17	43	60	46	10	-35	NA	NA	NA	NA	Control	Congruent first	-11.6	21.8	33.4
14236196	751.075	1293.075	434.5970569	1.247132237	Male	Moderately liberal	Multiracial	us	22	-1.21	"White Names/Pleasant Words,Black Names/Unpleasant Words"	2	2	-4	0	0	1	0	0	1	0	All of the images were black and white images where the white people did terrible things and the African Americans were famous not infamous/ amazing individuals	White were generally disliked in the images while Africa-Americans were normally famous and admired	1	1	Experimental	Congruent first	-0.2	0.6	0.8
14236199	1234.725	1075.65	402.3692206	0.395345846	Male	Slightly conservative	White	us	51	-0.37	"Black Names/Pleasant Words,White Names/Unpleasant Words"	0	0	-1	-1	-1	0	-1	-1	-1	-1	all white folks were well know criminals all the black folk were well known actors/politicians/etc	admired folks were black disliked folks were black?	1	1	Experimental	Incongruent first	-0.6	-0.8	-0.2
14236231	1074.65	1190.525	837.7409148	0.13831842	Female	Moderately liberal	White	us	59	-0.14	"Black Names/Unpleasant Words,White Names/Pleasant Words"	1	0	-1	0	1	-1	-2	0	-1	-45	"whites were bad people, blacks were good people"	not really	1	1	Experimental	Congruent first	0	-9.6	-9.6
14236241	890.7	753.075	575.9411009	0.238956726	Female	Strongly conservative	White	us	38	-0.24	"Black Names/Pleasant Words,White Names/Unpleasant Words"	11	65	0	-1	0	-15	0	1	1	38	NA	NA	NA	NA	Control	Incongruent first	-1	21	22
14236256	1467.794872	1950.815789	1738.998021	-0.277758176	Female	Moderately conservative	Black	us	22	0.28	"Black Names/Pleasant Words,White Names/Unpleasant Words"	99	27	67	61	68	78	28	52	26	40	na	no	2	2	Experimental	Incongruent first	74.6	34.6	-40
14236268	1021.2	675.35	350.5291831	0.986651088	Other	Neutral	Asian	us	19	-0.95	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-8	-23	-7	-10	-6	-6	-2	-3	0	-3	The white people were all serial killers or criminals while the black people were all positive figures	"The famous people who are admired are admired for their strength of character, charisma, or creative genius, while the famous people who are dislike are disliked for violence and/or perversion."	1	1	Experimental	Incongruent first	-7.4	-6.2	1.2
14236271	1122.425	804.2	416.7794424	0.763533341	Male	Neutral	Black	us	36	-0.76	"White Names/Unpleasant Words,Black Names/Pleasant Words"	34	-47	49	-20	-16	10	-25	-21	-75	24	NA	NA	NA	NA	Control	Incongruent first	11.4	-28.8	-40.2
14236293	1575.236842	1093.15	1129.14807	0.426947408	Male	Neutral	Asian	us	50	-0.42	"White Names/Unpleasant Words,Black Names/Pleasant Words"	2	-3	0	-2	-2	-2	1	2	-2	-2	white folks are all serial killers	generally famous actors or athletes	1	1	Experimental	Incongruent first	-0.8	-0.8	0
14236294	797.05	643.525	381.0415504	-0.402908816	Female	Moderately liberal	Black	us	30	0.4	"Black Names/Unpleasant Words,White Names/Pleasant Words"	99	45	99	-1	1	-1	99	0	0	0	NA	NA	NA	NA	Control	Congruent first	39.4	28.8	-10.6
14236300	1012.675	1221.725	586.475903	-0.356451133	Other	Strongly liberal	Pacific Islander	us	20	0.35	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	-97	100	100	50	99	-100	-100	-1	-100	NA	NA	NA	NA	Control	Incongruent first	89.8	-79.6	-169.4
14236317	857.725	977.7	373.2830464	0.321404899	Female	Moderately liberal	White	us	23	-0.3	"White Names/Pleasant Words,Black Names/Unpleasant Words"	25	9	77	-1	-1	33	50	-1	0	42	"Most of the white men were criminals, most of the black men were heroes or actors."	"Those who were generally liked were black, those who were generally disliked were white."	1	1	Experimental	Congruent first	26.6	20	-6.6
14236320	1092.8	1052.7	370.8990616	-0.108115669	Other	Strongly liberal	Multiracial	us	34	0.11	"Black Names/Unpleasant Words,White Names/Pleasant Words"	47	50	60	58	53	54	60	40	21	32	Black people were famous and white were criminals	They were black	1	1	Experimental	Congruent first	54.4	40.6	-13.8
14236405	799.375	1051.175	430.9084597	-0.584346848	Male	Moderately conservative	White	us	31	0.58	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-3	-4	-2	-1	-1	-2	-2	0	-1	-2	White individuals were mostly murderers or nefarious. Black individuals were activists or entertainers.	No.	1	1	Experimental	Incongruent first	-1.8	-1.8	0
14236426	1069.5	2214.875	1257.330778	0.910957578	Female	Neutral	White	us	77	-0.89	"Black Names/Unpleasant Words,White Names/Pleasant Words"	66	-55	90	-1	89	88	66	60	48	51	some criminals	"Actors, statesmen"	1	1	Experimental	Congruent first	66.4	34	-32.4
14236433	973.775	1527.625	632.5223446	0.87562124	Female	Neutral	White	us	45	-0.86	"White Names/Pleasant Words,Black Names/Unpleasant Words"	-4	2	54	65	63	51	43	42	-27	-1	NA	NA	NA	NA	Control	Congruent first	45.8	11.8	-34
14236444	1155.175	1530.975	1172.72966	-0.32044896	Female	Slightly liberal	Black	us	49	0.32	"Black Names/Pleasant Words,White Names/Unpleasant Words"	5	NA	1	0	2	-1	1	-1	-1	-89	Black people were positive figures and the whites were killer or negative figures.	Not really	1	1	Experimental	Incongruent first	1.4	-22.5	-23.9
14236599	1595.8	1380.1	624.9735164	-0.345134625	Female	Slightly liberal	White	us	44	0.34	"White Names/Pleasant Words,Black Names/Unpleasant Words"	39	55	94	14	1	9	44	13	8	18	"White American - Criminals, Black Americans - Stellar people"	Awful criminal behaviors for the disliked group.	1	1	Experimental	Congruent first	31.4	27.6	-3.8
14236626	963.625	857.575	429.0498658	-0.247174066	Female	NA	Hispanic	us	24	0.25	"White Names/Pleasant Words,Black Names/Unpleasant Words"	41	-21	14	14	2	23	1	-2	0	-31	NA	NA	NA	NA	Control	Congruent first	18.8	-10.6	-29.4
14236689	1073.025	889.25	590.9917377	0.310960354	Male	NA	White	us	20	-0.24	"Black Names/Pleasant Words,White Names/Unpleasant Words"	39	31	0	37	39	34	33	36	35	32	nothing	nothing	2	1	Experimental	Incongruent first	29.8	33.4	3.6
14236711	1542.55	925.65	598.6949647	1.030407864	Female	Slightly liberal	White	us	59	-0.98	"Black Names/Pleasant Words,White Names/Unpleasant Words"	15	7	1	-4	-4	-1	-6	-3	-10	-11	NA	NA	NA	NA	Control	Incongruent first	1.4	-4.6	-6
14236777	1310	838.375	484.0358574	0.974359632	Female	Moderately liberal	White	us	20	-0.96	"Black Names/Pleasant Words,White Names/Unpleasant Words"	0	1	28	10	-1	1	20	-1	-25	-15	No	"The white people were almost all infamous I think, while the black people were celebrities"	1	1	Experimental	Incongruent first	7.6	-4	-11.6
14236780	792.125	950.45	506.4768902	-0.31260064	Female	Strongly liberal	Hispanic	us	22	0.31	"Black Names/Pleasant Words,White Names/Unpleasant Words"	39	1	93	47	33	30	63	20	-2	0	black folks were perceived as successful people and white folks were presented as criminals	NA	1	1	Experimental	Incongruent first	48.4	16.4	-32
14237035	1448.25	1725.325	1082.394529	0.255983371	Male	Moderately liberal	Black	us	65	-0.26	"White Names/Pleasant Words,Black Names/Unpleasant Words"	82	8	74	31	82	2	1	1	3	37	not really	yes	1	1	Experimental	Congruent first	54.2	10	-44.2
14237048	1434.05	1086.825	981.0310495	0.353938848	Female	Moderately liberal	White	us	63	-0.35	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	98	75	85	70	88	81	74	71	69	Can't remember the first task	People were either bad or good	2	4	Experimental	Incongruent first	83.6	78.6	-5
14237112	1822.769231	2752.85	1629.842783	0.57065674	Male	Moderately liberal	Black	us	74	-0.56	"Black Names/Unpleasant Words,White Names/Pleasant Words"	83	23	30	11	13	-7	10	1	-32	9	no	no	2	1	Experimental	Congruent first	26	2.2	-23.8
14237120	792.875	1222.5	554.9427293	0.774178987	Female	Slightly liberal	Hispanic	us	23	-0.76	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-1	-45	70	40	1	1	-44	-2	0	-26	NA	NA	NA	NA	Control	Congruent first	22.2	-23.4	-45.6
14237123	2825.972222	1631.05	1873.179588	0.637911191	Female	Moderately conservative	Black	us	41	-0.62	"White Names/Unpleasant Words,Black Names/Pleasant Words"	1	-35	93	49	48	29	-1	-68	-24	-55	no	no	2	1	Experimental	Incongruent first	44	-36.6	-80.6
14237131	777.575	933.4	513.5005206	0.303456362	Female	Moderately liberal	Black	us	47	-0.3	"Black Names/Unpleasant Words,White Names/Pleasant Words"	93	4	98	97	96	91	47	55	51	45	CRIMINALS	THE ADMIRED WERE AFRICIAN AMERICANS	1	1	Experimental	Congruent first	95	40.4	-54.6
14237186	2013.9	1386.05	920.042789	0.682413913	Male	Strongly liberal	White	us	63	-0.67	"White Names/Unpleasant Words,Black Names/Pleasant Words"	4	3	97	98	96	98	98	3	2	98	NA	NA	NA	NA	Control	Incongruent first	78.6	40.8	-37.8
14237242	977.175	1462.65	838.7385373	0.57881566	Male	Slightly conservative	Hispanic	us	23	-0.58	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-61	-27	-80	-24	-75	-71	64	-7	0	19	They were reputable African Americans.	African Americans were admirable people while the white people were the ones who were involved in any sort of violence.	2	1	Experimental	Congruent first	-62.2	9.8	72
14237245	1462.65	769.875	917.1247688	0.755377047	Female	Strongly liberal	White	us	63	-0.75	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-25	-36	23	21	21	26	-30	-29	-35	-56	NA	NA	NA	NA	Control	Incongruent first	13.2	-37.2	-50.4
14237309	1447.2	1456.325	534.9132248	0.017058842	Male	Moderately liberal	Black	us	63	-0.02	"White Names/Pleasant Words,Black Names/Unpleasant Words"	78	62	97	83	87	89	82	92	82	86	"Most of the black folks were current or recent in history, many of whites were past of history"	do not recall seeing so called bad black folks	1	1	Experimental	Congruent first	86.8	80.8	-6
14237319	1885.525	1216.7	854.7028352	0.782523437	Female	Strongly liberal	Multiracial	us	30	-0.75	"Black Names/Pleasant Words,White Names/Unpleasant Words"	12	-18	6	9	4	18	1	-33	-38	-7	Most of the white people were murderers. Most of the black folks were celebrities.	"Disliked were white, admired were black."	1	1	Experimental	Incongruent first	9.8	-19	-28.8
14237325	891.775	798.375	453.1552609	0.206110373	Female	Neutral	Multiracial	us	25	-0.21	"Black Names/Pleasant Words,White Names/Unpleasant Words"	0	-5	3	-1	2	1	5	1	1	4	NA	NA	NA	NA	Control	Incongruent first	1	1.2	0.2
14237352	856.45	688.925	336.0626672	0.498493336	Female	Neutral	Asian	us	21	-0.49	"Black Names/Pleasant Words,White Names/Unpleasant Words"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Control	Incongruent first	NA	NA	NA
14237357	987.25	1142.975	468.6827216	-0.332261022	Female	Strongly liberal	Black	us	64	0.33	"White Names/Unpleasant Words,Black Names/Pleasant Words"	78	39	99	65	73	85	64	47	36	55	NA	NA	NA	NA	Control	Incongruent first	80	48.2	-31.8
14237389	1850.575	1101.275	857.6909947	0.873624656	Male	Slightly liberal	White	us	29	-0.87	"White Names/Unpleasant Words,Black Names/Pleasant Words"	22	32	36	0	-10	-15	13	49	0	-2	NA	NA	NA	NA	Control	Incongruent first	6.6	18.4	11.8
14237522	2191.7	2800.275862	2146.044855	-0.283580215	Female	Neutral	Black	us	56	0.28	"Black Names/Pleasant Words,White Names/Unpleasant Words"	0	1	-2	1	-1	-3	1	-4	-2	-2	NA	NA	NA	NA	Control	Incongruent first	-1	-1.2	-0.2
14237615	716.05	1011.35	238.4862281	1.238226636	Female	Moderately liberal	White	us	46	-1.2	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	100	1	1	0	1	1	0	0	1	"white americans were bad guys, black americans were heroes / good guys"	their race obviously	1	1	Experimental	Congruent first	20.6	20.4	-0.2
14237643	1149.675	1336.5	524.0269631	-0.356517914	Female	Moderately liberal	White	us	50	0.35	"Black Names/Pleasant Words,White Names/Unpleasant Words"	72	-30	88	84	38	78	74	19	20	37	"The whites were mostly criminals, while the black people were entertainers."	On the list presented?  Weird that famous white criminals would be considered admirable by this survey.	2	1	Experimental	Incongruent first	72	24	-48
14237679	835.375	1060.3	387.6373564	-0.580245934	Female	Neutral	Multiracial	us	54	0.58	"Black Names/Pleasant Words,White Names/Unpleasant Words"	86	-89	92	97	-98	94	-100	-99	-93	-91	all men	"admired were black, white were disliked"	1	1	Experimental	Incongruent first	54.2	-94.4	-148.6
14237803	1484.175	1175.775	868.6099761	0.355050032	Female	Strongly liberal	White	us	31	-0.34	"Black Names/Pleasant Words,White Names/Unpleasant Words"	10	9	100	64	26	77	65	56	14	29	The white americans were associated with famous crimes whereas the black americans were not.	"yes they are famous for their voice, their actions, and their talent rather than the other for their crimes"	1	1	Experimental	Incongruent first	55.4	34.6	-20.8
14237804	927.475	1006.55	408.7754635	-0.193443607	Female	Strongly liberal	White	us	34	0.19	"Black Names/Pleasant Words,White Names/Unpleasant Words"	-2	-2	0	1	0	-1	0	-2	1	1	NA	NA	NA	NA	Control	Incongruent first	-0.4	-0.4	0
14237984	1520.102564	1716.575	959.6401116	-0.204735539	Male	Strongly liberal	White	us	70	0.2	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-2	-1	-1	0	0	-2	-2	1	0	2	Whites predominantly bad. Blacks predominantly good or neutral.	Admired black. Disliked white.	1	1	Experimental	Incongruent first	-1	0	1
14238038	1056.55	883.9	1054.017414	0.163801848	Female	Moderately conservative	Black	us	20	-0.16	"Black Names/Pleasant Words,White Names/Unpleasant Words"	0	-68	99	13	77	25	-1	-33	-66	-92	the black people were know. Either in civil rights or on tv	no	1	1	Experimental	Incongruent first	42.8	-52	-94.8
14238102	2321.925	1434.275	1641.33357	0.540810239	Female	Neutral	Black	us	21	-0.54	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	100	98	90	99	99	100	100	86	100	no	no	2	4	Experimental	Incongruent first	97.2	97.2	0
14238179	1985.925	1214.825	909.1726156	0.848133772	Male	Moderately conservative	Hispanic	us	52	-0.84	"White Names/Unpleasant Words,Black Names/Pleasant Words"	3	-1	0	3	0	2	2	3	2	3	NA	NA	NA	NA	Control	Incongruent first	1.6	1.8	0.2
14238181	1811.075	1150.85	816.5653205	0.808539113	Female	Strongly liberal	White	us	57	-0.79	"White Names/Unpleasant Words,Black Names/Pleasant Words"	65	63	3	3	7	7	8	2	4	5	NA	NA	NA	NA	Control	Incongruent first	17	16.4	-0.6
14238187	983.25	693.25	339.4749669	0.854260338	Female	Moderately liberal	White	us	16	-0.84	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-4	-3	-1	0	1	1	4	0	1	0	NA	NA	NA	NA	Control	Incongruent first	-0.6	0.4	1
14238191	1101.825	815.725	268.0265892	-1.06743141	Female	Strongly liberal	White	us	41	1.05	"Black Names/Unpleasant Words,White Names/Pleasant Words"	100	90	100	-1	-3	-2	94	-3	-5	-3	NA	NA	NA	NA	Control	Congruent first	38.8	34.6	-4.2
14238286	685.5	723.15	235.9047102	0.159598339	Female	Moderately liberal	Hispanic	us	19	-0.16	"White Names/Pleasant Words,Black Names/Unpleasant Words"	82	76	27	-1	0	19	27	-1	-49	-24	NA	NA	NA	NA	Control	Congruent first	25.4	5.8	-19.6
14238295	1733.175	1178.225	755.5502044	0.734497849	Male	Neutral	Asian	us	16	-0.71	"White Names/Unpleasant Words,Black Names/Pleasant Words"	11	9	2	1	-1	0	1	0	4	0	The white people were criminals	The admired people were black	1	1	Experimental	Incongruent first	2.6	2.8	0.2
14238306	1013.05	1436.15	945.737668	0.447375646	Female	Strongly liberal	White	us	NA	-0.44	"White Names/Pleasant Words,Black Names/Unpleasant Words"	15	7	97	98	99	99	99	97	91	70	BLACK PEOPLE WERE GOOD PEOPLE; WHITE PEOPLE WERE HORRIBLE	GOOD AND EVIL CAN MAKE YOU FAMOUS	2	1	Experimental	Congruent first	81.6	72.8	-8.8
14238363	946.6	1234.225	570.9126093	-0.503798647	Female	Moderately liberal	White	us	21	0.47	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	30	30	18	25	21	-2	-29	-2	-24	"White individuals were criminals, while black individuals were leaders."	"Black individuals were generally admired, while the white individuals were generally disliked."	1	1	Experimental	Incongruent first	38.8	-5.4	-44.2
14238392	1138.1	1404.575	597.298813	0.446133483	Female	Strongly liberal	White	us	58	-0.44	"White Names/Pleasant Words,Black Names/Unpleasant Words"	27	2	23	9	1	16	-1	-7	-10	-10	Most were black	the like people were black while the white people were criminals	1	1	Experimental	Congruent first	15.2	-5.2	-20.4
14238422	1108.6	1033.475	216.3214582	0.347284087	Female	Neutral	White	us	33	-0.33	"Black Names/Pleasant Words,White Names/Unpleasant Words"	0	3	-2	1	-1	0	1	0	-1	0	NA	NA	NA	NA	Control	Incongruent first	-0.4	0.6	1
14238467	2842.947368	2130.275	1523.340065	0.467835374	NA	Strongly liberal	White	us	68	-0.47	"White Names/Unpleasant Words,Black Names/Pleasant Words"	6	-5	3	-1	0	-1	2	-4	-87	0	Whites were criminals; Blacks were people of distinction.	NA	1	1	Experimental	Incongruent first	1.4	-18.8	-20.2
14238490	1502.6	1280.175	1233.575286	-0.180309222	Female	Slightly conservative	Black	us	38	0.18	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	100	12	7	13	4	5	6	9	1	NA	NA	NA	NA	Control	Congruent first	27.2	24.2	-3
14238505	993.475	803.625	509.0102309	0.372978751	Female	Neutral	White	us	32	-0.37	"White Names/Unpleasant Words,Black Names/Pleasant Words"	40	42	-3	0	-1	-1	-1	-1	0	0	NA	NA	NA	NA	Control	Incongruent first	7	8	1
14238511	1357.65	887.075	774.1963779	0.60782382	Female	Moderately liberal	White	us	70	-0.6	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-6	-9	0	-1	-4	-2	-1	-1	-2	-1	They were criminals	"Most, if not all, were black."	1	1	Experimental	Incongruent first	-2.6	-2.8	-0.2
14238529	1245.65	1272.35	465.5680075	-0.057349301	Female	Slightly liberal	White	us	57	0.05	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-3	-12	1	-2	1	1	-3	-2	-5	-7	"yes, most white individuals were criminals and the black individuals were respected people"	"yes, again color"	1	1	Experimental	Incongruent first	-0.4	-5.8	-5.4
14238553	1071.075	1245.775	544.454547	-0.320871597	Female	Moderately liberal	White	us	39	0.31	"White Names/Unpleasant Words,Black Names/Pleasant Words"	56	-57	85	46	26	0	-1	-39	-2	0	"All famous white americans were criminals of some sort, black amerians were listed for acievements or fame"	yes	1	1	Experimental	Incongruent first	42.6	-19.8	-62.4
14238578	762.7	1063.725	292.4623829	1.02927767	Male	Neutral	White	us	16	-1.01	"Black Names/Unpleasant Words,White Names/Pleasant Words"	70	67	15	28	30	29	21	49	-11	54	"The white people were bad people (serial killers and rapists). The black people were actors, singers, and athletes."	the ones that were admired were black	1	1	Experimental	Congruent first	34.4	36	1.6
14238603	995.85	935.45	481.2026363	0.125518847	Female	Strongly liberal	Multiracial	us	19	-0.12	"White Names/Unpleasant Words,Black Names/Pleasant Words"	100	100	-1	0	0	-1	0	-1	-1	-1	The white men were bad people and the black men were famous for good reasons.	The black men were liked and the white were disliked.	1	1	Experimental	Incongruent first	19.6	19.4	-0.2
14238628	1003.325	1686.307692	846.3691816	0.806956004	Male	Moderately conservative	White	us	22	-0.8	"Black Names/Unpleasant Words,White Names/Pleasant Words"	-5	-2	0	-1	0	1	2	1	-1	0	No	No	2	4	Experimental	Congruent first	-1	0	1
14238656	1004.45	941.375	604.8341376	-0.104284788	Female	Moderately liberal	Multiracial	us	21	0.1	"Black Names/Unpleasant Words,White Names/Pleasant Words"	42	-26	97	-1	0	0	11	-16	1	1	The white people were criminals	NA	1	1	Experimental	Congruent first	27.6	-5.8	-33.4
14238683	1268.1	1538.35	996.5802917	0.271177347	Male	Neutral	Asian	us	19	-0.27	"Black Names/Unpleasant Words,White Names/Pleasant Words"	32	-1	14	0	1	27	-10	1	-11	-8	NA	NA	NA	NA	Control	Congruent first	14.8	-5.8	-20.6
14238690	1096.025	986.7	688.5724591	-0.158770509	Female	Slightly conservative	Black	us	53	0.16	"Black Names/Unpleasant Words,White Names/Pleasant Words"	99	98	-4	-5	-7	-5	-2	-2	-2	-3	NA	NA	NA	NA	Control	Congruent first	15.6	17.8	2.2
14238759	1129.125	798.05	445.2010695	0.743652751	Female	Slightly conservative	White	us	19	-0.71	"White Names/Unpleasant Words,Black Names/Pleasant Words"	85	84	94	91	91	92	93	94	79	90	"The whites were all people who had done something bad, the blacks were all people who did something good."	"Blacks were admired, the whites were disliked"	1	1	Experimental	Incongruent first	90.6	88	-2.6
14238769	1810.8	1160.2	897.6815708	0.724755884	Male	Moderately liberal	White	us	49	-0.71	"Black Names/Pleasant Words,White Names/Unpleasant Words"	6	8	0	1	-1	0	0	0	-1	0	"White Americans were criminals, and black Americans were entertainers, leaders or sports figures."	The individuals that were admired were black	1	1	Experimental	Incongruent first	1.2	1.4	0.2
14238773	1181.925	1043.975	411.6965793	0.335076867	Male	Slightly conservative	Asian	us	22	-0.33	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-7	48	-47	1	-32	-12	65	1	28	10	All of the white people presented were criminals while the black people shown were all great people.	The white people who are disliked were not killed by police.	1	1	Experimental	Incongruent first	-19.4	30.4	49.8
14238779	1235.692308	1940.95	885.1550012	0.7967618	Female	Moderately liberal	White	us	81	-0.79	"Black Names/Unpleasant Words,White Names/Pleasant Words"	1	2	-1	2	2	1	0	7	-2	-1	NA	NA	NA	NA	Control	Congruent first	1	1.2	0.2
14238797	844.1	920.075	300.1852674	-0.2530937	Female	Moderately liberal	White	us	56	0.25	"White Names/Unpleasant Words,Black Names/Pleasant Words"	-7	-6	99	-1	-1	-2	99	-2	-1	-2	"I didn't notice until we got to the White / Black part, but the Black individuals were all accomplished/decent human beings v. despicable examples of White individuals."	I don't understand the use of the adjective systematic in this context so I am unable to answer the question.	1	1	Experimental	Incongruent first	17.6	17.6	0
14238810	788.025	1001.775	360.7910297	0.592448211	Female	Slightly conservative	White	us	18	-0.57	"White Names/Pleasant Words,Black Names/Unpleasant Words"	100	100	-2	1	0	-1	-1	-3	0	-1	"The black americans had done positive things while many of the white americans were killers, bombers, or rapists."	They were all middle aged men	1	1	Experimental	Congruent first	19.6	19	-0.6
14238834	828.15	1406.1	635.2303355	0.909827456	Male	Slightly liberal	White	us	21	-0.89	"White Names/Pleasant Words,Black Names/Unpleasant Words"	45	51	17	0	4	8	5	0	10	-2	very cultured icons	They were popular	1	1	Experimental	Congruent first	14.8	12.8	-2
14238859	1113.65	1785.3	812.3269744	0.826822229	Female	Moderately conservative	White	us	20	-0.79	"White Names/Pleasant Words,Black Names/Unpleasant Words"	73	99	41	-10	38	-12	98	55	17	66	NA	NA	NA	NA	Control	Congruent first	26	67	41
14238867	1828.775	1295.875	788.4241738	0.675905201	Female	Moderately liberal	White	us	52	-0.67	"White Names/Unpleasant Words,Black Names/Pleasant Words"	54	28	86	0	94	1	1	-49	-53	-41	They all seemed to be well known--mostly through acting.	Those that were disliked did horrible things.	2	1	Experimental	Incongruent first	47	-22.8	-69.8
14238870	817.975	894.825	318.4224405	0.241346055	Female	Moderately liberal	White	us	31	-0.24	"Black Names/Unpleasant Words,White Names/Pleasant Words"	21	25	46	9	9	-1	43	29	3	-1	NA	NA	NA	NA	Control	Congruent first	16.8	19.8	3
14238872	1236.175	1047.625	757.7798952	0.248818953	Female	Moderately liberal	Hispanic	us	20	-0.25	"Black Names/Pleasant Words,White Names/Unpleasant Words"	46	-46	99	98	0	97	99	0	0	0	NA	NA	NA	NA	Control	Incongruent first	68	10.6	-57.4
14238926	1163.6	846.775	359.0868903	0.882307343	Male	Moderately liberal	Asian	us	27	-0.81	"Black Names/Pleasant Words,White Names/Unpleasant Words"	100	84	36	-1	0	-3	34	-2	-33	-34	No	all the famous individuals who were white were notorious figures in history while all the famous individuals who were black were admired actors or athletes or political figures	1	1	Experimental	Incongruent first	26.4	9.8	-16.6
14238967	1282.153846	1035.925	650.1671947	0.378716195	Female	Strongly liberal	White	us	50	-0.38	"White Names/Unpleasant Words,Black Names/Pleasant Words"	68	80	89	-1	-1	-1	79	-1	0	-1	All of the white people had done something illegal and all of the black people were highly regarded	NA	1	1	Experimental	Incongruent first	30.8	31.4	0.6
14239022	583.225	1142.3	409.5746557	1.365013661	Female	Moderately liberal	White	us	22	-1.32	"Black Names/Unpleasant Words,White Names/Pleasant Words"	99	82	99	98	99	99	-1	41	25	0	They were either bad white Americans or good African Americans.	yes	2	1	Experimental	Congruent first	98.8	29.4	-69.4
14239030	1214.75	997.425	724.5953248	0.299926031	Female	Slightly conservative	White	us	23	-0.3	"Black Names/Pleasant Words,White Names/Unpleasant Words"	22	7	43	34	3	37	44	37	36	31	I don't think so	famous individuals who were admired were typically smiling and appeared cleaner.	1	1	Experimental	Incongruent first	27.8	31	3.2
14239038	750.325	882.275	392.6534337	0.336046979	Male	Moderately liberal	White	us	33	-0.33	"White Names/Pleasant Words,Black Names/Unpleasant Words"	14	27	24	27	0	27	33	1	-2	18	"famous black Americans were positive figures, the famous white Americans were bad/evil figures"	"the famous black americans were admired, the white americans were disliked"	1	1	Experimental	Congruent first	18.4	15.4	-3
