session_id	block3	block5	pooledSD	D_Score	gender	politicalid	raceethnic	citizenship	age	d	block3Cond	thermoBlack	thermoWhite	semanticBeautyBlack	semanticGoodBlack	semanticHonestBlack	semanticPleasantBlack	semanticBeautyWhite	semanticGoodWhite	semanticHonestWhite	semanticPleasantWhite	exp_check1	exp_check2	exp_check3	exp_check4	exp_check5	exp_check6	learnCond	order	expBlack	expWhite	expDiff
14376766	781.675	1097.2	528.8443537	0.596631122	Female	Neutral	white	us	46	-0.59	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-1	-1	1	1	1	1	0	-1	2	1	NA	NA	NA	NA	NA	NA	Control	Congruent first	0.6	0.2	-0.4
14376829	1286.375	1461.5	499.7727925	0.350409231	Female	Slightly liberal	white	us	56	-0.35	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	43	45	44	43	47	46	38	36	42	41	All the white men were criminals and all the black men were successful in their field.	Other than all the men chosen were black men?	1	1	2	2	Experimental	Congruent first	44.6	40.4	-4.2
14376838	1336.45	912.6	735.4300554	-0.576329451	Male	Strongly liberal	white	us	61	0.57	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	33	-29	51	51	51	53	37	16	-1	31	"All criminals were white, no black criminals were shown."	"All of the admired individuals were black, all of the white people were criminals and disliked."	1	1	2	2	Experimental	Congruent first	47.8	10.8	-37
14376843	843.9	660.475	366.7885982	-0.500083702	Female	Moderately liberal	white	us	52	0.44	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	56	44	98	61	63	98	59	58	62	74	Very well known	NA	2	1	2	2	Experimental	Congruent first	75.2	59.4	-15.8
14376854	1036.7	911.675	561.5589984	-0.222639118	Female	Moderately conservative	white	us	18	0.22	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	14	-24	29	-21	1	2	19	-49	-40	-20	NA	NA	NA	NA	NA	NA	Control	Congruent first	5	-22.8	-27.8
14376864	862.775	795.4	278.4666057	0.241950017	Female	Moderately liberal	white	us	55	-0.24	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	80	84	0	1	17	17	-1	-1	0	-1	all the white people had done something bad in their lives	race	1	1	2	3	Experimental	Incongruent first	23	16.2	-6.8
14376886	1104.25641	1059.575	1151.265003	-0.038810708	Female	Slightly liberal	white	us	44	0.09	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	100	100	1	-1	1	100	0	1	0	NA	NA	NA	NA	NA	NA	Control	Congruent first	40.2	40.2	0
14376913	1434.275	1610.875	1338.852312	-0.131904018	Female	Moderately liberal	white	us	49	0.13	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	84	31	-1	45	56	47	0	40	0	36	NA	NA	NA	NA	NA	NA	Control	Incongruent first	46.2	21.4	-24.8
14376952	677.425	640.475	246.9728064	0.149611613	Female	Neutral	white	us	53	-0.15	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	100	100	8	2	5	4	8	5	4	6	no	no	2	1	2	3	Experimental	Incongruent first	23.8	24.6	0.8
14376966	890.7	1027.725	456.988815	0.299843225	Female	Moderately liberal	white	us	72	-0.29	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	20	-5	0	0	-1	-1	-1	0	-14	-9	NA	NA	NA	NA	NA	NA	Control	Congruent first	3.6	-5.8	-9.4
14377017	1178.6	1280.825	854.5017379	0.11963112	Female	Moderately liberal	white	us	61	-0.12	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	50	42	-3	0	0	-1	2	-1	1	-1	The famous white individuals were criminals	not sure what is meant	2	1	2	3	Experimental	Congruent first	9.2	8.6	-0.6
14377031	1292.55	780.75	578.941157	0.884027666	Male	Strongly conservative	white	us	27	-0.85	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	21	86	-70	-1	-5	55	27	71	9	41	NA	NA	NA	NA	NA	NA	Control	Incongruent first	0	46.8	46.8
14377057	1259.125	1026.125	907.8137513	0.256660576	Male	Neutral	white	us	37	-0.24	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	24	-14	-2	0	-3	-2	-1	-2	-3	-1	Criminals	They were black	1	1	2	2	Experimental	Incongruent first	3.4	-4.2	-7.6
14377115	886.15	663.025	354.4501784	0.629496086	Male	Neutral	white	us	32	-0.61	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	2	36	-26	0	0	58	-2	0	-1	33	"A list of white Serial Killers, Mobsters, Pedophiles; and a list of black celebrities, and civil rights members"	Two distinct groups of behaviors	1	1	2	2	Experimental	Incongruent first	6.8	13.2	6.4
14377124	1932.975	1165	1038.589324	0.739440491	Male	Neutral	white	us	60	-0.73	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	57	61	0	1	0	1	1	0	0	0	NO	NO	2	3	3	1	Experimental	Incongruent first	11.8	12.4	0.6
14377144	692	872.725	319.1998003	-0.566181432	Female	Neutral	white	us	36	0.54	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	78	97	-69	-2	-2	0	-1	-1	-1	-2	The black individuals were positive and the white individuals negative.	Black  individuals are generally admired.	2	1	2	3	Experimental	Incongruent first	1	18.4	17.4
14377149	854.7	809.15	255.448267	-0.178313991	Female	Moderately liberal	white	us	57	0.17	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-5	-4	-2	-4	-4	-3	-2	-2	-1	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	-3.6	-2	1.6
14377164	934.825	1010.05	690.0348339	0.109016236	Male	Neutral	white	us	38	-0.11	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-37	26	0	1	-1	2	3	2	3	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	-7	6.6	13.6
14377187	783.175	812.375	247.2570013	0.118095746	Male	Moderately liberal	white	us	63	-0.12	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	39	38	62	46	54	58	39	39	41	28	They were all criminals	"Blacks were admired, whites were disliked"	1	1	2	2	Experimental	Congruent first	51.8	37	-14.8
14377222	1056.55	1129.2	786.0590111	0.092423087	Female	Slightly conservative	white	us	42	-0.09	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	2	-2	0	1	0	-1	1	-1	1	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	0.4	-0.4	-0.8
14377254	908.925	842.55	726.1923542	-0.091401403	Female	Moderately conservative	white	us	40	0.09	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	36	34	-1	-1	0	-2	4	-1	4	2	NA	NA	NA	NA	NA	NA	Control	Congruent first	6.4	8.6	2.2
14377260	750.15	1120.25	436.5201403	-0.847841751	Female	Moderately liberal	white	us	29	0.82	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	1	-2	94	-1	90	93	96	-1	81	47	famous for positive things	"admired were black, disliked were white"	1	1	2	2	Experimental	Incongruent first	55.4	44.2	-11.2
14377262	993.55	926.375	225.2767324	0.298188807	Female	Neutral	white	us	58	-0.3	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-2	0	-1	0	-1	0	-1	-1	0	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	-0.8	-0.6	0.2
14377265	1376.973684	2141.5	1567.330433	0.487788854	Female	Strongly liberal	white	us	47	-0.48	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	81	86	49	53	46	45	52	46	38	52	NA	NA	NA	NA	NA	NA	Control	Congruent first	54.8	54.8	0
14377272	1561.210526	1164.225	806.7359617	0.492088546	Male	Neutral	white	us	42	-0.49	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	100	99	100	4	-99	100	100	7	4	99	NA	NA	NA	NA	NA	NA	Control	Incongruent first	41	61.8	20.8
14377389	1113.05	1193.525	960.0919813	0.083820094	Female	Neutral	white	us	47	-0.08	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-6	1	97	1	-1	0	99	1	-1	-2	NA	NA	1	4	4	1	Experimental	Congruent first	18.2	19.6	1.4
14377443	839.075	963.175	379.4250606	0.32707381	Male	Moderately conservative	white	us	35	-0.32	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-43	92	46	-49	-16	-46	66	62	68	56	NA	NA	NA	NA	NA	NA	Control	Congruent first	-21.6	68.8	90.4
14377483	1039.5	799.225	398.4130623	-0.603080127	Female	Strongly liberal	white	us	49	0.59	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	59	50	46	1	2	41	44	2	2	35	NA	NA	NA	NA	NA	NA	Control	Congruent first	29.8	26.6	-3.2
14377536	1216.2	1096.675	529.8712966	-0.225573645	Female	Moderately liberal	white	us	36	0.22	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-46	-48	67	57	-1	1	-47	-52	-52	-1	They were all men. The white men were mostly negative figures and the black figures were positive figures in society.	The white men were generally disliked and black men were generally admired.	1	4	4	3	Experimental	Congruent first	15.6	-40	-55.6
14377546	1048.525	950.975	665.6909706	0.146539467	Female	Moderately liberal	white	us	37	-0.15	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	24	4	-1	1	0	-1	0	-1	-1	-1	"the white ones were all serial killers or criminals, the black ones were legends/icons who stood for positive values"	"the disliked individuals were white, the admired individuals were black"	1	1	2	2	Experimental	Incongruent first	4.6	0.2	-4.4
14377602	709.975	625.1	100.8991154	0.84118676	Male	Slightly liberal	white	us	50	-0.81	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	23	25	25	25	37	23	27	37	32	31	They were all convicted of crimes	The admired individuals were black	1	1	2	2	Experimental	Incongruent first	26.6	30.4	3.8
14377682	1921.846154	1185.95	831.6740796	0.884837188	Female	Moderately liberal	white	us	50	-0.84	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	52	41	1	-1	-3	-1	-1	0	-1	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	9.6	7.6	-2
14377684	1048.15	1487.325	810.342071	-0.541962482	Female	Strongly liberal	white	us	43	0.54	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	42	29	-2	-1	-1	1	-1	0	1	1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	7.8	6	-1.8
14377735	1005.775	1248.525	420.1778436	0.577731557	Male	Moderately liberal	white	us	62	-0.56	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	37	46	48	54	49	27	46	46	48	49	NA	NA	NA	NA	NA	NA	Control	Congruent first	43	47	4
14377769	1329.15	923.075	1163.898567	0.348892087	Female	Moderately conservative	white	us	42	-0.35	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	43	47	-1	-2	-2	0	-2	0	-1	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	7.6	8.8	1.2
14377788	784.45	828.35	437.7956751	-0.100275088	Male	Strongly liberal	white	us	47	0.1	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	85	66	1	0	0	1	0	0	1	0	"The white individuals were notorious for crimes, the black individuals were positive figures. They we all male."	Yes	1	1	2	2	Experimental	Incongruent first	17.4	13.4	-4
14377791	985.4	2070.25	801.2366988	1.353969435	Male	Moderately liberal	white	us	71	-1.29	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	56	58	71	71	1	69	71	71	0	69	They were criminals of some type	The admired individuals were primarily black the disliked individuals were primarily white	1	1	2	2	Experimental	Congruent first	53.6	53.8	0.2
14377808	741.575	715.475	255.5772308	-0.102121773	Female	Strongly liberal	white	us	60	0.1	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	97	27	99	98	98	98	-1	-1	1	-2	NA	NA	NA	NA	NA	NA	Control	Congruent first	98	4.8	-93.2
14377840	1254.875	1192	706.9334175	-0.088940484	Male	Moderately liberal	white	us	41	0.09	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	3	-2	1	0	0	1	0	0	2	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	1	-0.2	-1.2
14377870	605.6	650.125	366.5870903	0.121458178	Female	Moderately liberal	white	us	27	-0.28	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	41	42	-1	1	0	0	0	1	-2	1	NA	NA	NA	NA	NA	NA	Control	Congruent first	8.2	8.4	0.2
14377895	1217.675	990.125	502.3514227	0.452969753	Female	NA	white	us	64	-0.45	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	19	22	74	79	83	69	78	78	79	78	NA	NA	NA	NA	NA	NA	Control	Incongruent first	64.8	67	2.2
14377903	860.2	1282.8	968.6446358	0.436279709	Female	Moderately liberal	white	us	54	-0.43	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	2	4	-4	-1	-3	-4	3	-3	-7	0	NO	NO	2	4	4	1	Experimental	Congruent first	-2	-0.6	1.4
14377948	646.975	708.95	246.09633	0.25183228	Male	Slightly conservative	white	us	19	-0.25	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-1	-2	-3	2	1	1	-2	-1	-1	0	a lot of white criminals	the black ones were good people and the white ones were not	1	1	2	2	Experimental	Congruent first	0	-1.2	-1.2
14377980	783.55	764.2	299.2115113	0.064669972	Male	Strongly liberal	white	us	52	0	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	22	18	-3	-2	-3	-5	-3	-17	-3	-2	NA	NA	NA	NA	NA	NA	Control	Incongruent first	1.8	-1.4	-3.2
14377990	1295.925	992.55	453.5295126	0.668920085	Male	Moderately liberal	white	us	47	-0.67	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	95	94	89	53	69	75	87	62	63	61	NA	NA	NA	NA	NA	NA	Control	Incongruent first	76.2	73.4	-2.8
14378004	1450.6	1586.125	1246.480872	0.108726097	Female	Neutral	white	us	17	-0.13	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	100	99	100	0	99	100	100	-1	-2	-1	No	No	2	1	2	3	Experimental	Congruent first	79.8	39	-40.8
14378037	1093.897436	1457.9	708.4748585	0.513783319	Female	NA	white	us	51	-0.5	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Control	Congruent first	98	NA	NA
14378117	871	1007.55	355.4006466	0.38421427	Female	Moderately liberal	white	us	38	-0.38	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-1	1	0	-1	-1	0	0	-1	-1	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	-0.6	-0.4	0.2
14378144	1260.25	877.125	447.179787	-0.856758313	Female	Neutral	white	us	52	0.86	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	5	6	1	1	3	-1	2	-1	1	0	NA	NA	NA	NA	NA	NA	Control	Congruent first	1.8	1.6	-0.2
14378189	674.7	644.05	213.7439243	-0.143395889	Female	Strongly liberal	white	us	27	0.08	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	20	-18	29	15	26	25	14	-19	-11	-14	"The white American individuals were all serial killers or otherwise shitty people, and the black American individuals were performers, musicians, etc."	NA	1	1	2	2	Experimental	Congruent first	23	-9.6	-32.6
14378226	825.75	895.125	291.2432905	0.238202912	Female	Moderately liberal	white	us	41	-0.23	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	0	2	53	55	53	59	49	56	47	49	NA	NA	NA	NA	NA	NA	Control	Congruent first	44	40.6	-3.4
14378264	693.975	656.4	319.6990711	0.117532403	Female	Moderately liberal	white	us	36	-0.12	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-3	-4	44	0	-1	0	1	-1	-1	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	8	-1.2	-9.2
14378321	1094.85	1049.3	711.5625127	0.064014052	Female	Strongly liberal	white	us	26	-0.06	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	1	-2	40	15	-1	13	-1	9	9	-4	NA	NA	NA	NA	NA	NA	Control	Incongruent first	13.6	2.2	-11.4
14378325	1892.125	1898.525	1156.164663	0.005535544	Male	Neutral	white	us	35	-0.01	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	6	1	-3	0	0	-1	-3	-1	-1	-2	NA	NA	NA	NA	NA	NA	Control	Congruent first	0.4	-1.2	-1.6
14378365	661.325	654.3	217.9932698	0.032225766	Female	Moderately liberal	white	us	38	-0.03	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	40	29	76	2	-1	-1	87	-1	3	-2	NA	NA	NA	NA	NA	NA	Control	Incongruent first	23.2	23.2	0
14378399	770.975	713.2	250.3428127	0.230783538	Female	Moderately liberal	white	us	48	-0.23	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-7	-5	3	0	17	-1	-4	-2	-2	0	They were all notorious for bad/negative actions.	They are equally famous.	1	1	2	2	Experimental	Incongruent first	2.4	-2.6	-5
14378419	1035.7	1249.625	612.3893017	0.349328441	Female	Moderately liberal	white	us	50	-0.35	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	98	98	1	-2	-2	-2	-2	-1	-1	-2	NA	NA	NA	NA	NA	NA	Control	Congruent first	18.6	18.4	-0.2
14378434	811.25	637.7	324.4009074	-0.534986173	Female	Moderately liberal	white	us	48	0.5	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	2	-2	1	0	1	1	-1	0	1	-1	"The black famous individuals were famous for positive achievements (leaders, entertainers, sports stars), the white for negative (criminals, serial killers)"	"In this case, the ones liked were black and the ones disliked (hopefully based on their crimes) were white."	1	1	2	2	Experimental	Congruent first	1	-0.6	-1.6
14378469	842.125	1186.825	882.2941324	0.390686039	Female	Neutral	white	us	24	-0.4	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-2	0	99	98	96	93	98	96	95	93	NA	NA	NA	NA	NA	NA	Control	Congruent first	76.8	76.4	-0.4
14378517	1478.525	1464.525	932.7526294	-0.015009339	Female	Moderately liberal	white	us	54	0.01	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	7	5	1	-1	0	1	-2	2	3	2	NA	NA	NA	NA	NA	NA	Control	Congruent first	1.6	2	0.4
14378524	1139.925	912.7	354.0678113	0.641755598	Female	Moderately conservative	white	us	63	-0.62	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	47	46	51	58	56	55	54	53	52	58	all men	No	2	3	3	1	Experimental	Incongruent first	53.4	52.6	-0.8
14378614	958.875	1073.15	573.7377007	0.199176383	Female	Moderately conservative	white	us	44	-0.2	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	0	-2	-1	-2	-1	-3	-2	-1	-1	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	-1.4	-1.4	0
14378644	1522.205128	882.675	888.9611975	0.719412872	Female	Moderately liberal	white	us	45	-0.7	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	44	47	41	41	41	43	42	51	42	43	Pictures were of actors/singers well dressed/groomed	Yes the pictures were bad for disliked	2	1	2	1	Experimental	Incongruent first	42	45	3
14378660	1112.65	979.625	293.36208	-0.45344988	Female	Neutral	white	us	75	0.45	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	33	0	1	0	-1	-1	0	2	1	-2	NA	NA	NA	NA	NA	NA	Control	Congruent first	6.4	0.2	-6.2
14378771	673.325	1029.475	579.7582997	0.614307721	Female	Neutral	white	us	25	-0.63	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	61	45	-2	-2	1	-5	-2	1	0	1	The African Americans were good and the white people were bad	Their race in this activity	1	1	2	3	Experimental	Congruent first	10.6	9	-1.6
14378790	1050.825	1376.75	666.3085098	0.489150289	Male	Moderately conservative	white	us	58	-0.48	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	0	-1	77	0	86	82	42	0	50	38	"White were criminals and Black were actor, politicians or religious leaders"	"Blacks were admired, whites were disliked"	1	1	2	2	Experimental	Congruent first	49	25.8	-23.2
14378877	890.4	1392.975	584.9700543	0.859146543	Female	Moderately conservative	white	us	66	-0.84	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	NA	59	48	41	49	49	46	56	52	50	"The white individuals were bad guys - mobsters, killers, etc"	they were black	1	1	2	3	Experimental	Congruent first	46.75	52.6	5.85
14378891	748.175	757.325	139.2272071	-0.065719913	Female	Moderately liberal	white	us	33	0.06	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	1	-2	44	44	42	46	54	52	-1	-1	White people were criminals.	White people are disliked because they were criminals. AA people were famous for civil rights or celebrity status.	1	1	2	3	Experimental	Incongruent first	35.4	20.4	-15
14378954	559.35	724.725	190.7786473	0.866842293	Female	Neutral	white	us	23	-0.85	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	20	49	19	-13	2	20	64	57	0	30	NA	NA	NA	NA	NA	NA	Control	Congruent first	9.6	40	30.4
14378961	940.825	1094.5	562.301418	0.273296483	Male	Moderately liberal	white	us	49	-0.27	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	18	19	16	-1	14	14	26	-1	-1	-2	no	entertainment industry for black and convicted for white	1	1	2	2	Experimental	Congruent first	12.2	8.2	-4
14378981	1205.275	1029.375	505.8852067	0.347707341	Female	Neutral	white	us	44	-0.35	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	1	5	84	91	0	1	88	89	0	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	35.4	36.4	1
14378987	1200.5	862.85	706.2089513	0.478116285	Female	Neutral	white	us	61	-0.48	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	22	31	4	1	5	4	5	5	3	2	white ones were criminals	NA	1	1	2	2	Experimental	Incongruent first	7.2	9.2	2
14378999	1590.075	1335.55	1011.243489	-0.251695069	Female	Moderately liberal	white	us	50	0.25	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	84	74	0	-1	1	0	2	0	2	0	The black men featured were famous and respected while the white individuals were criminals.	The type of person they are or their positive impacts	1	1	2	2	Experimental	Congruent first	16.8	15.6	-1.2
14379009	798.25	760.775	278.969396	0.134333732	Female	Moderately liberal	white	us	62	-0.13	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	51	47	58	55	54	58	51	51	53	55	NA	NA	NA	NA	NA	NA	Control	Incongruent first	55.2	51.4	-3.8
14379014	1392.075	1484.4	1248.61852	0.073941719	Female	Moderately conservative	white	us	50	-0.07	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	100	99	1	-1	1	-1	-1	0	1	-1	"Yes, the white individuals were ones charged with crimes."	Yes	1	1	2	2	Experimental	Congruent first	20	19.6	-0.4
14379081	869.225	836.675	313.6366074	-0.103782528	Female	Moderately liberal	white	us	46	0.1	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	-2	1	94	96	-1	0	94	95	94	95	NA	NA	NA	NA	NA	NA	Control	Congruent first	37.4	75.8	38.4
14379109	866	1000.425	645.9807712	0.208094429	Male	Moderately liberal	white	us	31	-0.2	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	74	85	-26	-18	-1	-12	16	13	0	10	White Americans were bad people. Black Americans were good people.	Disliked were violent	1	1	2	2	Experimental	Congruent first	3.4	24.8	21.4
14379140	919.25	1104.55	405.6685871	0.456776802	Female	Strongly liberal	white	us	64	-0.45	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	10	6	15	46	-11	45	-2	2	32	24	NA	NA	NA	NA	NA	NA	Control	Congruent first	21	12.4	-8.6
14379161	984.6153846	677.65	549.317107	0.558812716	Male	Moderately conservative	white	us	27	-0.56	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	1	0	2	-1	0	1	-1	0	0	0	"Famous people, or famous people that were put into jail."	There wasn't any black bad people	1	1	2	3	Experimental	Incongruent first	0.6	-0.2	-0.8
14379206	806.475	1020.575	468.606417	0.456886616	Female	Slightly liberal	white	us	51	-0.45	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	0	-4	-4	0	-1	-1	-1	0	-81	0	NA	NA	NA	NA	NA	NA	Control	Congruent first	-1.2	-17.2	-16
14379287	961.1	938.975	607.2843566	-0.036432686	Female	Moderately liberal	white	us	49	0.04	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	99	100	100	4	2	1	-4	0	-4	-3	yes they were all bad people	no	1	1	2	2	Experimental	Congruent first	41.2	17.8	-23.4
14379355	1006.9	1260.6	354.1825854	0.716297216	Female	Neutral	white	us	53	-0.69	"White Americans/Pleasant Words,Black Americans/Unpleasant Words"	0	2	0	-18	-14	-22	9	1	13	-2	NA	NA	NA	NA	NA	NA	Control	Congruent first	-10.8	4.6	15.4
14379370	1632.205128	1604.425	871.9339797	-0.031860357	Female	Slightly conservative	white	us	62	0.03	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	10	10	2	1	1	3	1	-1	-1	-1	I did not recognize a few by name or why they were famous.	Most of the generally disliked were white and generally admired were black.	1	1	2	3	Experimental	Congruent first	3.4	1.6	-1.8
14379374	1015.2	1088.525	568.545173	-0.128969523	Male	Strongly liberal	white	us	40	0.13	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	3	-26	44	26	42	21	45	-14	-28	-27	"All men. White men were murderers or criminals. Black men were entertainers, civil rights leaders, government officials, and sport figures."	Often men either way. The mug shots that were presented were blurry or black and white. The shots of the famous people were composed.	1	1	2	2	Experimental	Incongruent first	27.2	-10	-37.2
14379430	682.4	528.8	274.9568712	0.558633066	Female	Moderately liberal	white	us	28	-0.51	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-1	0	1	0	-1	1	-1	-1	0	-1	Most were well-known.	No	1	1	2	2	Experimental	Incongruent first	0	-0.6	-0.6
14379437	738.375	836.3	238.2757653	-0.410973394	Male	Neutral	white	us	42	0.41	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	-1	0	-1	0	-1	0	-1	0	0	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	-0.6	-0.2	0.4
14379441	1024.25	1154.125	648.1832663	-0.200367715	Female	Moderately liberal	white	us	26	0.2	"White Americans/Unpleasant Words,Black Americans/Pleasant Words"	21	-24	5	-1	0	0	5	-1	0	0	NA	NA	NA	NA	NA	NA	Control	Incongruent first	5	-4	-9
14379454	1096.875	922.7	359.8621288	0.484004806	Male	Slightly liberal	white	us	39	-0.47	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	74	71	19	3	1	27	2	-22	3	-1	NA	NA	NA	NA	NA	NA	Control	Incongruent first	24.8	10.6	-14.2
14379473	1072.65	1060.275	853.7940929	-0.014494127	Female	Neutral	white	us	58	0.01	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	51	45	0	0	-2	-1	0	-1	0	-1	The White Americans were criminals and the Black Americans were famous for acting or other positive qualities.	Same as previous answer - Black famous individuals were being shared who are admired compared to white who are criminals or disliked.	1	1	2	2	Experimental	Congruent first	9.6	8.6	-1
14379475	859.475	897.675	313.185179	0.121972566	Female	Slightly liberal	white	us	43	-0.12	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	4	68	27	22	17	-16	39	1	-7	32	NA	NA	NA	NA	NA	NA	Control	Congruent first	10.8	26.6	15.8
14379482	745.1	729.475	152.1862777	-0.102670229	Male	Slightly liberal	white	us	56	0.1	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	-2	29	-1	-1	1	0	-1	0	1	-1	NA	NA	NA	NA	NA	NA	Control	Congruent first	-0.6	5.6	6.2
14379507	1091.025	1252	749.2946218	0.214835387	Female	Strongly liberal	white	us	56	-0.21	"Black Americans/Unpleasant Words,White Americans/Pleasant Words"	83	82	94	78	79	75	91	83	83	82	NA	NA	NA	NA	NA	NA	Control	Congruent first	81.8	84.2	2.4
14379513	956.175	974.025	611.1811474	-0.029205744	Female	Moderately liberal	white	us	51	0.03	"Black Americans/Pleasant Words,White Americans/Unpleasant Words"	41	42	0	39	21	0	15	20	16	10	NA	NA	NA	NA	NA	NA	Control	Incongruent first	20.2	20.6	0.4
